Bepaling,BepalingCode,count,mean,std,min,25%,50%,75%,max,include,group
Volgnummer,H_VolgnummerMoDi_BE,3,39587.33,3060.771,36185,38322.5,40460,41288.5,42117,0,
CD4+RA+CD27-,L4TE;BL,3,1.033333,1.36504,0.1,0.25,0.4,1.5,2.6,0,
MPV (HMPV),HMPV;BL,3,11.4,0.754983,10.6,11.05,11.5,11.8,12.1,0,
Clobazam,A_CLB_SR,3,38,24.63737,12,26.5,41,51,61,0,
CD4+RA+CD27+,L4NA;BL,3,38.26667,34.07306,0.8,23.7,46.6,57,67.4,0,
Polynucleaire cellen ascitesvocht,K_PNCA_AS,3,0.019333,0.013614,0.004,0.014,0.024,0.027,0.03,0,
AFP liquor,K_AFPKC_LI,3,3.666667,2.309401,1,3,5,5,5,0,
h.carbazepin,HCAR;BL,3,16.46667,4.90136,11.5,14.05,16.6,18.95,21.3,0,
Vitamine K (Fytonadoin),K_VIK_EP,3,1,0.608276,0.3,0.8,1.3,1.35,1.4,0,
Sudanblack Beenmerg,H_SBBE_BE,3,39,47.82259,2,12,22,57.5,93,0,
Transglutaminase IgG antist.,K_TGAG_SR,3,0.8,0.519615,0.2,0.65,1.1,1.1,1.1,0,
Fluoxetine,A_FLX_SR,3,439.3,615.9172,10,86.45,162.9,653.95,1145,0,
HBsAg quantitatief,M_HBsAgQ_EP,3,0.030667,0.001155,0.03,0.03,0.03,0.031,0.032,0,
Plasmacellen (OV),SPLAO;L,3,9,6.244998,2,6.5,11,12.5,14,0,
CD8+CD27-,L8EF;BL,3,51.5,29.45726,19.9,38.15,56.4,67.3,78.2,0,
BCR-ABL GeneXpert Ct waarde BL,H_P210_Xpert_BCt_BL,3,26.83333,3.910669,22.5,25.2,27.9,29,30.1,0,
CD8+RA+CD27+,L8NA;BL,3,7.533333,5.987765,3.4,4.1,4.8,9.6,14.4,0,
Plasmacellen,H_fenoPlas_BL,3,1.106667,1.143737,0.02,0.51,1,1.65,2.3,0,
Factor XIII,FAC13;BL,3,60.86667,35.13706,29.8,41.8,53.8,76.4,99,0,
HCG + BHCG liquor,K_BHCG_LI,3,6.7,5.741951,2,3.5,5,9.05,13.1,0,
BCR-ABL GeneXpert BL,H_P210_Xpert_BL,3,0.039333,0.033501,0.003,0.0245,0.046,0.0575,0.069,0,
1OHMidazolam,DAMI;BL,3,0.063333,0.028868,0.03,0.055,0.08,0.08,0.08,0,
HSV-1 DNA Cp waarde,M_PCR_HSV1_LI_Cp,3,30.36333,1.774298,28.37,29.66,30.95,31.36,31.77,0,
CD4+RA-CD27+,L4ME;BL,3,38.03333,13.0462,24.4,31.85,39.3,44.85,50.4,0,
CD4+RA-CD27-,L4EF;BL,3,22.76667,22.6213,7.9,9.75,11.6,30.2,48.8,0,
Aspergillus antigeen (Galactomannan),M_GALACAGint_BR,3,2.293333,3.712699,0.1,0.15,0.2,3.39,6.58,0,
CTx,K_CTX_SR,3,1513.667,1125.931,825,864,903,1858,2813,0,
Hemoglobine (HHB),HHB;O,3,1.066667,1.342882,0.1,0.3,0.5,1.55,2.6,0,
IgA,K_IGAS_SR,3,1.353333,1.13518,0.23,0.78,1.33,1.915,2.5,0,
Salmonella DNA Cp waarde,M_PCR_Salmonella_FA_Cp,3,37.05,0.31,36.74,36.895,37.05,37.205,37.36,0,
IgD,K_IGD_SR,3,64,1.732051,62,63.5,65,65,65,0,
STR % Donor Mnc,H_STRM_BE,3,100,0,100,100,100,100,100,0,
B-HCG nym.,NBHC;BL,3,166.6667,57.73503,100,150,200,200,200,0,
STEC-1 DNA Cp waarde,M_PCR_STX1_FA_Cp,3,22.18333,4.756956,19.08,19.445,19.81,23.735,27.66,0,
Hb F,H_HBF_BL,3,0.9,0.173205,0.7,0.85,1,1,1,0,
S-Amyloid A,AMYA;BL,3,114.3333,163.2615,5,20.5,36,169,302,0,
a-Beta2-glycoproteine IgG,GB2n;BL,3,27,31.17948,8.6,9,9.4,36.2,63,0,
Apo A1 (APA1),APA1;BL,3,0.87,0.361663,0.49,0.7,0.91,1.06,1.21,0,
Rubella IgG testwaarde,M_RUBGnum_SR,3,121.9833,197.4736,6.52,7.975,9.43,179.715,350,0,
a-Tet.tox na,GTNA;BL,3,1.473333,0.954219,0.42,1.07,1.72,2,2.28,0,
Haemophilus type B antistoffen testwaarde,M_HAEMINFnum_SR,3,0.38,0.467654,0.11,0.11,0.11,0.515,0.92,0,
Vancomycine,A_VAO_LI,3,5.206667,5.678207,1.75,1.93,2.11,6.935,11.76,0,
Anti-Xa Apixaban (Eliquis),H_AXAPXB_CP,3,56.66667,29.90541,30,40.5,51,70,89,0,
C-peptide,PEP;BL,3,2440,2083.099,120,1585,3050,3600,4150,0,
Ptau-181,K_PTAU_LI,3,44.53333,41.11512,20,20.8,21.6,56.8,92,0,
Parvovirus DNA Cp waarde,M_PCR_Parvo_EP_Cp,3,38.82667,2.032273,36.48,38.24,40,40,40,0,
CMV DNA Cp waarde,M_PCR_CMV_FA_Cp,3,38.08,3.325538,34.24,37.12,40,40,40,0,
Legionella pneumophila DNA Cp waarde,M_PCR_Lpneu_SP_Cp,3,32.68333,1.876228,30.7,31.81,32.92,33.675,34.43,0,
BK fles O2 fles ID,M_BacFXO2_ID,3,14029624,12124872,40562,10286331,20532100,21024156,21516211,0,
HBV load berekening,LB2_HBNA_EB,3,1827928,3104619,180,35592,71004,2741802,5412600,0,
Parvovirus DNA,M_PCR_Parvo_load_EP,3,1000,0,1000,1000,1000,1000,1000,0,
Natrium,K_NA_OV,3,114,2.645751,111,113,115,115.5,116,0,
Mycobacterium tuberculosis DNA Cp waarde,M_PCR_Mtub_EB_Cp,3,38.5,0.824864,37.78,38.05,38.32,38.86,39.4,0,
Vrij-Kappa,K_FKAP_SR,3,195.3333,236.4016,36.4,59.5,82.6,274.8,467,0,
Gewicht,K_GEW,3,83.1,17.1473,63.3,78.15,93,93,93,0,
Vrij-Lambda,K_FLAM_SR,3,39.6,29.77264,16.5,22.8,29.1,51.15,73.2,0,
"Clobazam, desmethyl",A_DCB_SR,3,335,287.2716,115,172.5,230,445,660,0,
Toelichting,M_banaal_BK_toe,3,10.33333,15.30795,1,1.5,2,15,28,0,
Clobazam+Clobazam desmethyl,A_CLBTOT_SR,3,373,309.858,127,199,271,496,721,0,
Oxalaat (OXAL),OXL;U,3,0.24,0.233024,0.05,0.11,0.17,0.335,0.5,0,
T. pallidum IgG tegen 47 DK antigeen,M_SYFILISBLOTIgG47DK_SR,3,2.333333,1.154701,1,2,3,3,3,0,
T. pallidum IgG tegen TmpA antigeen,M_SYFILISBLOTIgGTmpA_SR,3,2.333333,1.154701,1,2,3,3,3,0,
Gastrine,K_GAST_HP,3,150,45.82576,110,125,140,170,200,0,
NT-proBNP pleuravocht,K_BNP_PP,3,3696.667,5438.108,165,565.5,966,5462.5,9959,0,
EBV DNA,M_PCR_EBVkwan2_SR,3,5733.333,8198.374,1000,1000,1000,8100,15200,0,
T.B.I.I.,TBII;BL,3,4.533333,2.103172,2.5,3.45,4.4,5.55,6.7,0,
CA-15.3,K_C153KC_SR,3,19.33333,12.50333,7,13,19,25.5,32,0,
AX Orga,ORGA;BL,3,0.276667,0.12741,0.13,0.235,0.34,0.35,0.36,0,
ABL GeneXpert Ct waarde BL,H_P210_Xpert_Ct_BL,3,13.03333,3.611556,10.2,11,11.8,14.45,17.1,0,
Neurofilament Light (serum NfL),K_NFL_SR,3,725,1148.542,41,62,83,1067,2051,0,
CD19/CD103,H_CD19CD103_BL,3,0.666667,0.57735,0,0.5,1,1,1,0,
CD19/CD103,H_CD19CD103_BE,3,0.333333,0.57735,0,0,0,0.5,1,0,
Osmolaliteit,K_OSMO_FA,3,438.3333,28.92375,406.5,426,445.5,454.25,463,0,
anti-IgM,H_DCkaart_anti_IgM_EB,3,1.166667,0.763763,0.5,0.75,1,1.5,2,0,
anti-IgG3 1:100,H_DC_anti_IgG3verd_EB,3,1.166667,0.763763,0.5,0.75,1,1.5,2,0,
TBG,TBG;BL,3,240,115.3256,110,195,280,305,330,0,
TSH oud,TSH1;BL,3,5.936667,3.378762,2.21,4.505,6.8,7.8,8.8,0,
EBV DNA Cp waarde,M_PCR_EBV_SR_Cp,3,37.23333,4.792007,31.7,35.85,40,40,40,0,
Osmol gap (feces),K_OSMGAP_FA,3,137,114.3197,5,103.5,202,203,204,0,
Abeta 1-42,K_AB42_LI,3,1134.967,284.2383,830.9,1005.45,1180,1287,1394,0,
Mycobacterium genus 16S DNA Cp waarde,M_PCR_16SMgenus_LI_Cp,3,38.71667,0.881608,37.95,38.235,38.52,39.1,39.68,0,
Mycoplasma pneumoniae DNA Cp waarde,M_PCR_Mpneu_KE_Cp,3,33.75333,3.975001,29.78,31.765,33.75,35.74,37.73,0,
Mpro-Band1 proc,K_MPR1P_UR,3,47.76667,34.30194,8.3,36.45,64.6,67.5,70.4,0,
Glucagon,GLO;BL,3,130,42.72002,85,110,135,152.5,170,0,
Magnesium (portie),K_MAGN_FA,3,6.906,6.251851,2.145,3.366,4.587,9.2865,13.986,0,
Malaria trombo,M_malariaTrombo_BL,3,147,166.5203,42,51,60,199.5,339,0,
"Fluoxetine, desmethyl",A_NFX_SR,3,305.4667,240.4993,73.9,181.2,288.5,421.25,554,0,
9-Risperidon,RIS9;BL,3,43.5,47.79906,12,16,20,59.25,98.5,0,
Cytomegalovirus aviditeit testwaarde,M_CMVGaviINDEX_SR,3,0.814667,0.116543,0.681,0.7745,0.868,0.8815,0.895,0,
Totaal Tau,K_TTAU_LI,3,1493.333,1160.145,442,871,1300,2019,2738,0,
Fosfaat,K_PHOS_UV,3,30.17067,18.08248,15.336,20.0995,24.863,37.588,50.313,0,
Dabigatran,SDTT;BL,3,143.3333,135.9056,43,66,89,193.5,298,0,
anti HBcore IgM testwaarde,M_aHBcMXLnum_SR,3,0.491667,0.570144,0.159,0.1625,0.166,0.658,1.15,0,
Vrij K/L ratio,K_Vrij_KLratioBer_BL,3,10.22733,15.65411,1.128,1.1895,1.251,14.777,28.303,0,
Mpro2-Band,K_MPR2_SR,3,9.566667,8.447682,2.7,4.85,7,13,19,0,
Mpro-Band1,K_MPR1_UR,3,0.893,1.30977,0.029,0.1395,0.25,1.325,2.4,0,
Gladspier antistoffen titer (vervolg),K_SMATI_SR,3,46.66667,30.5505,20,30,40,60,80,0,
Mononucleaire cellen ascitesvocht,K_MNCA_AS,3,0.193,0.107392,0.072,0.151,0.23,0.2535,0.277,0,
anti HBcore testwaarde,M_aHBcXLnum_EP,3,2.7,5.44E-16,2.7,2.7,2.7,2.7,2.7,0,
Chroom,CHRO;BL,2,53,25.45584,35,44,53,62,71,0,
anti HBs testwaarde,M_aHBsnum_EP,2,840,226.2742,680,760,840,920,1000,0,
afgewogen feces (g),K_NAW_FA,2,0.77655,0.35419,0.5261,0.651325,0.77655,0.901775,1.027,0,
fragmentocyten,K_fragmentocyten_EB,2,0.5,0,0.5,0.5,0.5,0.5,0.5,0,
Vrij-T3 vergelijking,K_FT3X_SR,2,2.6,0.424264,2.3,2.45,2.6,2.75,2.9,0,
anti-C3c,H_DCkaart_anti_C3c_EB,2,1.25,1.06066,0.5,0.875,1.25,1.625,2,0,
Bofvirus IgG testwaarde,M_BOFGnum_SR,2,152.5,208.5965,5,78.75,152.5,226.25,300,0,
kappa,H_kappa_BL,2,94,2.828427,92,93,94,95,96,0,
Borrelia IgM testwaarde liquor,M_BorreliaMnum_LI,2,0.13745,0.194384,0,0.068725,0.13745,0.206175,0.2749,0,
% mutaties,SMUT;BL,2,0,0,0,0,0,0,0,0,
Vrij K/L ratio (ProSpec),K_FKLratio_UR,2,7.055,2.952878,4.967,6.011,7.055,8.099,9.143,0,
anti HBcore IgM testwaarde,M_aHBcMARCHnum_SR,2,0.115,0.06364,0.07,0.0925,0.115,0.1375,0.16,0,
lambda,H_lambda_BL,2,3.5,3.535534,1,2.25,3.5,4.75,6,0,
Vrij-Lambda (ProSpec),K_FLAMP_UR,2,16.525,19.90506,2.45,9.4875,16.525,23.5625,30.6,0,
Vrij-Kappa (ProSpec),K_FKAPP_UR,2,87.2,91.64104,22.4,54.8,87.2,119.6,152,0,
Chlamydia psittaci DNA Cp waarde,M_PCR_Cpsittaci_SP_Cp,2,29.07,1.781909,27.81,28.44,29.07,29.7,30.33,0,
Bofvirus IgM testwaarde,M_BOFMnum_SR,2,0.285,0.176777,0.16,0.2225,0.285,0.3475,0.41,0,
Xpert HIV-1 Viral load RNA PCR,M_PCR_HIV1_Xpert_SR,2,238000,11313.71,230000,234000,238000,242000,246000,0,
Borrelia IgG testwaarde liquor,M_BorreliaGnum_LI,2,0.2,0,0.2,0.2,0.2,0.2,0.2,0,
Volgnummer,H_VolgnummerFACS_BL,2,8341.5,1843.427,7038,7689.75,8341.5,8993.25,9645,0,
cytoplasmatisch CD22,H_cCD22_BE,2,0,0,0,0,0,0,0,0,
a-tTG(IgA),TGAA;BL,2,1.8,0.989949,1.1,1.45,1.8,2.15,2.5,0,
Volume H2O voor AAT (ml),K_VOLafz_FA,2,4,0,4,4,4,4,4,0,
Chloorhexidi (C8),C8;BL,2,2.78,1.541493,1.69,2.235,2.78,3.325,3.87,0,
opmerking,M_gp_opm,2,10261754,14512307,3,5130878,10261754,15392629,20523504,0,
Pentobarbital,A_PBT_SR,2,19.81,14.38255,9.64,14.725,19.81,24.895,29.98,0,
Cortisol saliva,K_COSP_SK,2,4.15,4.030509,1.3,2.725,4.15,5.575,7,0,
Macroplanie (HMAP),HMAP;BL,2,1,0,1,1,1,1,1,0,
Mycobacterium genus NTM DNA Cp waarde,M_PCR_NTM_PT_Cp,2,25.175,0.007071,25.17,25.1725,25.175,25.1775,25.18,0,
Mycobacterium genus NTM DNA Cp waarde,M_PCR_NTM_EB_Cp,2,38.06,0.098995,37.99,38.025,38.06,38.095,38.13,0,
Mycobacterium genus NTM DNA Cp waarde,M_PCR_NTM_BC_Cp,2,30.065,0.162635,29.95,30.0075,30.065,30.1225,30.18,0,
Mycobacterium genus 16S DNA Cp waarde,M_PCR_16SMgenus_PT_Cp,2,24.875,0.06364,24.83,24.8525,24.875,24.8975,24.92,0,
Mycobacterium genus 16S DNA Cp waarde,M_PCR_16SMgenus_AS_Cp,2,34.775,0.06364,34.73,34.7525,34.775,34.7975,34.82,0,
Aldosteron urine,ALDOU;U,2,19,9.899495,12,15.5,19,22.5,26,0,
Gluc.Kwan.,K_GLUKWA_UV,2,1.607,0.838629,1.014,1.3105,1.607,1.9035,2.2,0,
"Mirtazapine, desmethyl",A_DMR_SR,2,50.96,39.41413,23.09,37.025,50.96,64.895,78.83,0,
"Mirtazapine + Mirtazapine, desmethyl",A_MRTTOT_SR,2,332.555,386.7379,59.09,195.8225,332.555,469.2875,606.02,0,
Mirtazapine,A_MRT_SR,2,281.595,347.3238,36,158.7975,281.595,404.3925,527.19,0,
Glucose,K_GLUChc_HB,2,7.8,1.272792,6.9,7.35,7.8,8.25,8.7,0,
Methanol,MTHA;BL,2,16.5,0.707107,16,16.25,16.5,16.75,17,0,
Methanol,A_MTH_EP,2,5.02,7.042784,0.04,2.53,5.02,7.51,10,0,
Meropenem vrije fractie,A_MERV_EP,2,11.7,12.86934,2.6,7.15,11.7,16.25,20.8,0,
Magnesium,K_MAGN_UV,2,2.685,0.417193,2.39,2.5375,2.685,2.8325,2.98,0,
Mycobacterium tuberculosis DNA Cp waarde,M_PCR_Mtub_GP_Cp,2,25.84,6.858936,20.99,23.415,25.84,28.265,30.69,0,
Mycoplasma pneumoniae DNA Cp waarde,M_PCR_Mpneu_BR_Cp,2,34.56,2.149605,33.04,33.8,34.56,35.32,36.08,0,
Gew.Feces,IGEW;F,2,4749.5,6576.8,99,2424.25,4749.5,7074.75,9400,0,
CD19,H_CD19_LI,2,50.49,70.01771,0.98,25.735,50.49,75.245,100,0,
Oncaspar,A_OCS_SR,2,1397.5,658.3164,932,1164.75,1397.5,1630.25,1863,0,
OSMO hulp bepaling,K_OSMO_UR_RAP,2,258.75,147.4318,154.5,206.625,258.75,310.875,363,0,
Galzuren,K_GALZ_SR,2,4,2.828427,2,3,4,5,6,0,
Nuchter?,K_NUCHTER,2,0,0,0,0,0,0,0,0,
Norfluoxetine,NFLXT;BL,2,571.5,24.74874,554,562.75,571.5,580.25,589,0,
Nordiazepam,A_DMD_SR,2,247.35,210.2228,98.7,173.025,247.35,321.675,396,0,
Afgekeurd,M_Afgekeurd_SP,2,2,0,2,2,2,2,2,0,
BTM Info laatste gift,H_BT_Info_laatste_gift,2,20190423,0,20190423,20190423,20190423,20190423,20190423,0,
CD19/CD5,H_CD19CD5_BE,2,21,5.656854,17,19,21,23,25,0,
Neisseria gonorrhoeae DNA PCR Cp waarde,M_PCR_Ngonorr_BI_Cp,2,20.465,2.467803,18.72,19.5925,20.465,21.3375,22.21,0,
Natrium dialysaat,K_NA_DI,2,126.5,4.949747,123,124.75,126.5,128.25,130,0,
Gammahydroxyboterzuur,A_GHB_SR,2,93.5,116.9555,10.8,52.15,93.5,134.85,176.2,0,
Gammahydroxyboterzuur,A_GHB_UR,2,4225.5,5806.054,120,2172.75,4225.5,6278.25,8331,0,
Myelocyten (OV),SMYEO;O,2,3.5,3.535534,1,2.25,3.5,4.75,6,0,
Magnesium,K_MAGN_FV,2,9.2865,6.646097,4.587,6.93675,9.2865,11.63625,13.986,0,
MPV,K_MPV_EB,2,11.2,1.414214,10.2,10.7,11.2,11.7,12.2,0,
Cortisol speeksel,CORS;O,2,3,2.828427,1,2,3,4,5,0,
HBV load berekening,LB2_HBNA_SR,2,8742339,12328635,24677,4383508,8742339,13101169,17460000,0,
Anti-Xa Fondaparinux (Arixtra),H_AXFOD_CP,2,0.125,0.035355,0.1,0.1125,0.125,0.1375,0.15,0,
HSV-2 DNA Cp waarde,M_PCR_HSV2_BC_Cp,2,37.4,3.676955,34.8,36.1,37.4,38.7,40,0,
Anti-tpo,TPO;BL,2,110,98.99495,40,75,110,145,180,0,
Kat,K_E1_SR,2,0.1,0,0.1,0.1,0.1,0.1,0.1,0,
Hb A2,H_HBA2_BL,2,2.6,0.424264,2.3,2.45,2.6,2.75,2.9,0,
Isoniazide,ISNI;BL,2,0.25,0.212132,0.1,0.175,0.25,0.325,0.4,0,
HbA1c thuisproject (THbA1c),THBA;BL,2,49.4,14.5664,39.1,44.25,49.4,54.55,59.7,0,
IgD-CD27+,SMBC;BL,2,23.75,10.39447,16.4,20.075,23.75,27.425,31.1,0,
IgD+CD27-,LNBC;BL,2,58.5,9.616652,51.7,55.1,58.5,61.9,65.3,0,
IgD+CD27+,LMBC;BL,2,8.65,2.05061,7.2,7.925,8.65,9.375,10.1,0,
Aspergillus DNA Cp waarde,M_PCR_Aspergillus_BI_Cp,2,29.415,2.283955,27.8,28.6075,29.415,30.2225,31.03,0,
Aspergillus DNA Cp waarde,M_PCR_Aspergillus_SP_Cp,2,35.265,2.18496,33.72,34.4925,35.265,36.0375,36.81,0,
Huismijt (D1),D1;BL,2,46.66,65.25181,0.52,23.59,46.66,69.73,92.8,0,
Hondenroos (E5),E5;BL,2,2.875,2.510229,1.1,1.9875,2.875,3.7625,4.65,0,
Hepatitis B virus DNA,M_PCR_HBV_load_SLV_SR,2,15002120,21210205,4240,7503180,15002120,22501060,30000000,0,
HSV-1 DNA Cp waarde,M_PCR_HSV1_PU_Cp,2,21.125,3.344615,18.76,19.9425,21.125,22.3075,23.49,0,
HSV-1 DNA Cp waarde,M_PCR_HSV1_PA_Cp,2,29.63,6.660946,24.92,27.275,29.63,31.985,34.34,0,
HSV-1 DNA Cp waarde,M_PCR_HSV1_OV_Cp,2,29.3,8.485281,23.3,26.3,29.3,32.3,35.3,0,
HCV genotypering,M_PCR_HCV_geno_SLV_EP,2,3.5,0.707107,3,3.25,3.5,3.75,4,0,
CD34,S_CD34_AU,2,1.79,0.098995,1.72,1.755,1.79,1.825,1.86,0,
CD34,S_CD34_ML,2,1.365,0.714178,0.86,1.1125,1.365,1.6175,1.87,0,
CD34 vÃ³Ã³r LF,S_CD34_voorLF_BL,2,0.17,0.240416,0,0.085,0.17,0.255,0.34,0,
CD34/KG,S_CD34kg_AU,2,2.23,1.216224,1.37,1.8,2.23,2.66,3.09,0,
CD34/KG,S_CD34kg_ML,2,2.23,2.177889,0.69,1.46,2.23,3,3.77,0,
Lood,LOOD;BL,2,0.025,0.007071,0.02,0.0225,0.025,0.0275,0.03,0,
HCV load berekening,M_PCR_HCVberekening_EB,2,300066,384572.8,28132,164099,300066,436033,572000,0,
CD4/CD8,H_CD4CD8_LI,2,5.95,7.141778,0.9,3.425,5.95,8.475,11,0,
B2-Microglobuline,K_B2MKC_SR,2,27,1.414214,26,26.5,27,27.5,28,0,
HHV-6 DNA Cp waarde,M_PCR_HHV6_OV_Cp,2,36.32,0.735391,35.8,36.06,36.32,36.58,36.84,0,
HIV-2 RNA,M_PCR_HIV2_ERAS_EP,2,50,0,50,50,50,50,50,0,
Leuco's,K_LEU_OV,2,0.1475,0.156271,0.037,0.09225,0.1475,0.20275,0.258,0,
Lacosamide,LACO;BL,2,6.17,2.234457,4.59,5.38,6.17,6.96,7.75,0,
LH (ELH),ELH;BL,2,5,2.828427,3,4,5,6,7,0,
GHB,UGHB;U,2,184.5,234.0523,19,101.75,184.5,267.25,350,0,
Opmerking,H_Opmerking_BE,2,250,70.71068,200,225,250,275,300,0,
Oxaalzuur,K_OXA_UR,2,0.335,0.233345,0.17,0.2525,0.335,0.4175,0.5,0,
P.B.G.,K_PBG_UR,2,2.135,1.364716,1.17,1.6525,2.135,2.6175,3.1,0,
Toelichting,M_gist_KE_toe,2,1,0,1,1,1,1,1,0,
Toelichting,M_banaal_SP_toe,2,24.5,33.23402,1,12.75,24.5,36.25,48,0,
Toelichting,M_SDD_SP_toe,2,1.5,0.707107,1,1.25,1.5,1.75,2,0,
Diazepam+Nordiazepam,A_DZPTOT_SR,2,390.35,385.5853,117.7,254.025,390.35,526.675,663,0,
TSH Receptor antistoffen,K_TBII_SR,2,0.95,0.070711,0.9,0.925,0.95,0.975,1,0,
THF/THE,K_THFR_UR,2,1.745,0.502046,1.39,1.5675,1.745,1.9225,2.1,0,
TCR-gd,H_TcRgd_BL,2,13.5,17.67767,1,7.25,13.5,19.75,26,0,
TCR-gd,H_TcRgd_BE,2,8,5.656854,4,6,8,10,12,0,
T3 (Tri-joodthyronine),K_TJT3_HP,2,0.475,0.176777,0.35,0.4125,0.475,0.5375,0.6,0,
T.B.I.I.,TBI;BL,2,5.75,1.06066,5,5.375,5.75,6.125,6.5,0,
T-cellen/KG,S_Tcellenkg_ML,2,3.305,2.255671,1.71,2.5075,3.305,4.1025,4.9,0,
T-cel %,S_Tcellen_ML,2,22.68,2.375879,21,21.84,22.68,23.52,24.36,0,
ADA ascitesvocht,K_ADA_AS,2,5,0,5,5,5,5,5,0,
Echinococcus granulosus testwaarde,M_ECHGRANEIAnum_SR,2,1,0,1,1,1,1,1,0,
Bili-direct (RBID),RBID;O,2,136,178.1909,10,73,136,199,262,0,
Topiramaat,A_TPR_SR,2,4.015,5.126524,0.39,2.2025,4.015,5.8275,7.64,0,
Diazepam,A_DZP_SR,2,143,175.3625,19,81,143,205,267,0,
Tot. WBC*10^8,S_totWBC_AU,2,89.5,48.79037,55,72.25,89.5,106.75,124,0,
Cumulatief CD34/KG,S_cumCD34kg_ML,2,2.23,2.177889,0.69,1.46,2.23,3,3.77,0,
Coxiella burnetii DNA Cp waarde,M_PCR_Cburnetii_EB_Cp,2,37.97,2.870854,35.94,36.955,37.97,38.985,40,0,
5-HIAA,HIA;U,2,65.5,57.27565,25,45.25,65.5,85.75,106,0,
Cumulatief CD34/KG,S_cumCD34kg_AU,2,2.915,2.18496,1.37,2.1425,2.915,3.6875,4.46,0,
5-HIAA,K_5HIAA_UR,2,60,65.05382,14,37,60,83,106,0,
5-HIAA,K_5HIAA_UV,2,97.98,107.2822,22.12,60.05,97.98,135.91,173.84,0,
6-MMP,MMP;BL,2,2971.5,4000.103,143,1557.25,2971.5,4385.75,5800,0,
Cumulatief T-cellen/KG,S_cumTcellenkg_ML,2,3.305,2.255671,1.71,2.5075,3.305,4.1025,4.9,0,
Tot. WBC*10^8,S_totWBC_ML,2,101.31,13.70373,91.62,96.465,101.31,106.155,111,0,
Cystatine C IFCC,CYSCI;BL,2,0.83,0.098995,0.76,0.795,0.83,0.865,0.9,0,
CA 19.9 (EC19),EC19;O,2,1204.5,1488.46,152,678.25,1204.5,1730.75,2257,0,
Cytomegalovirus IgG testwaarde,M_CMVGnum_EP,2,67.65,94.11591,1.1,34.375,67.65,100.925,134.2,0,
D-Ala,K_ALA_UR,2,8.275,0.388909,8,8.1375,8.275,8.4125,8.55,0,
Totaal Eiwit dialysaat,K_TE_DI,2,6.85,8.273149,1,3.925,6.85,9.775,12.7,0,
A1-Microglobuline,K_A1M_UR,2,118.85,59.6091,76.7,97.775,118.85,139.925,161,0,
Calcium,K_CA_OV,2,2.77,0.226274,2.61,2.69,2.77,2.85,2.93,0,
Eo's pleuravocht,K_AEOABF_PP,2,14.5,6.363961,10,12.25,14.5,16.75,19,0,
Eos.granulo. (OV),SEOSO;O,2,30,38.18377,3,16.5,30,43.5,57,0,
ASCA IgG antistoffen,K_ASCAG_SR,2,8.65,11.80868,0.3,4.475,8.65,12.825,17,0,
Fluoxetine+ Nor Fluoxetine,A_FLXTOT_SR,2,1075.2,882.1864,451.4,763.3,1075.2,1387.1,1699,0,
Fluvoxamine,A_FLV_SR,2,380.05,182.5043,251,315.525,380.05,444.575,509.1,0,
Banale kweek,M_banaal_PU_rap,2,3,0,3,3,3,3,3,0,
Fosfaat,K_PHOS_OV,2,2.825,0.007071,2.82,2.8225,2.825,2.8275,2.83,0,
ASCA IgA antistoffen,K_ASCAA_SR,2,12.7,15.98061,1.4,7.05,12.7,18.35,24,0,
PK act.,PKA;BL,2,83.5,10.6066,76,79.75,83.5,87.25,91,0,
ASCA-IgA,ASCA-IgA;BL,2,17.55,4.030509,14.7,16.125,17.55,18.975,20.4,0,
Phadiatop,K_RPHAN_SR,2,0.265,0.120208,0.18,0.2225,0.265,0.3075,0.35,0,
PDW (HPDW),HPDW;BL,2,10.05,1.767767,8.8,9.425,10.05,10.675,11.3,0,
ASCA-IgG,ASCA-IgG;BL,2,33.45,11.52584,25.3,29.375,33.45,37.525,41.6,0,
ATP,H_ATPT_BL,2,3.425,0.813173,2.85,3.1375,3.425,3.7125,4,0,
P3NP,P3NP;BL,2,3.85,1.909188,2.5,3.175,3.85,4.525,5.2,0,
P1NP,P1NP;BL,2,33.5,2.12132,32,32.75,33.5,34.25,35,0,
P.fractie,SPFRAC;BL,2,66.5,37.47666,40,53.25,66.5,79.75,93,0,
Paroxetine (PAXT),PAXT;BL,2,29.945,4.30628,26.9,28.4225,29.945,31.4675,32.99,0,
Porfyrine,K_POR_UR,2,0.1685,0.111016,0.09,0.12925,0.1685,0.20775,0.247,0,
Serotonine (carcinoid),K_SERT_EB,2,1.7,1.838478,0.4,1.05,1.7,2.35,3,0,
Rubella IgM testwaarde,M_RubIgMnum_SR,2,10.7,0.989949,10,10.35,10.7,11.05,11.4,0,
Seleen,K_SE_SR,2,1.33,0.381838,1.06,1.195,1.33,1.465,1.6,0,
Ery's,K_ERY_OV,2,0.05,0.070711,0,0.025,0.05,0.075,0.1,0,
Baso.granulo. (OV),SBASO;L,2,1,0,1,1,1,1,1,0,
STR% d.T .,SSTRDT;BM,2,68,5.656854,64,66,68,70,72,0,
ADP,H_ADPT_BL,2,1.62,0.480833,1.28,1.45,1.62,1.79,1.96,0,
S-100B,B100;BL,2,0.175,0.176777,0.05,0.1125,0.175,0.2375,0.3,0,
COPEP,COPEP;BL,2,91.8,66.75088,44.6,68.2,91.8,115.4,139,0,
